"rep","dens","rand","rich","species","n","n.I","pI","max.dI","tmax.dI","n.E","FOI"
10,"add",TRUE,2,"6",83,8,0.0963855421686747,0,2,27,0.219857149614493
10,"add",TRUE,2,"tot",200,20,0.1,0,2,61,0.25762447988583
10,"add",TRUE,4,"3",71,9,0.126760563380282,1,3,15,0.734046345811052
10,"add",TRUE,4,"4",121,13,0.107438016528926,0,2,42,0.187167136591479
10,"add",TRUE,4,"5",57,7,0.12280701754386,0,2,18,0.237957610789981
10,"add",TRUE,4,"6",89,7,0.0786516853932584,0,2,29,0.219473100160289
10,"add",TRUE,4,"tot",338,36,0.106508875739645,1,3,104,0.260176390773406
10,"add",TRUE,6,"1",32,16,0.5,9,3,15,4.55111111111111
10,"add",TRUE,6,"2",44,11,0.25,5,3,26,0.0955906018667525
10,"add",TRUE,6,"3",66,5,0.0757575757575758,2,3,24,0.22310405643739
10,"add",TRUE,6,"4",113,14,0.123893805309735,0,2,42,0.162021891029525
10,"add",TRUE,6,"5",54,8,0.148148148148148,0,2,21,0.141664679227284
10,"add",TRUE,6,"6",83,13,0.156626506024096,0,2,38,0.0927259185700099
10,"add",TRUE,6,"tot",392,67,0.170918367346939,16,3,166,0.153875635945527
