Date/Time,Unit,Value,button
11/10/20 13:07,C,27,front
11/10/20 13:37,C,27.5,front
11/10/20 14:07,C,26,front
11/10/20 14:37,C,22.5,front
11/10/20 15:07,C,25.5,front
11/10/20 15:37,C,23.5,front
11/10/20 16:07,C,22.5,front
11/10/20 16:37,C,22,front
11/10/20 17:07,C,23,front
11/10/20 17:37,C,24,front
11/10/20 18:07,C,24,front
11/10/20 18:37,C,24,front
11/10/20 19:07,C,23.5,front
11/10/20 19:37,C,24,front
11/10/20 20:07,C,23.5,front
11/10/20 20:37,C,23,front
11/10/20 21:07,C,23,front
11/10/20 21:37,C,17,front
11/10/20 22:07,C,19,front
11/10/20 22:37,C,21,front
11/10/20 23:07,C,19.5,front
11/10/20 23:37,C,18,front
11/11/20 0:07,C,20.5,front
11/11/20 0:37,C,21,front
11/11/20 1:07,C,20,front
11/11/20 1:37,C,17,front
11/11/20 2:07,C,17,front
11/11/20 2:37,C,17,front
11/11/20 3:07,C,17,front
11/11/20 3:37,C,17,front
11/11/20 4:07,C,17,front
11/11/20 4:37,C,17,front
11/11/20 5:07,C,17,front
11/11/20 5:37,C,21,front
11/11/20 6:07,C,20,front
11/11/20 6:37,C,20,front
11/11/20 7:07,C,17.5,front
11/11/20 7:37,C,23,front
11/11/20 8:07,C,23.5,front
11/11/20 8:37,C,23.5,front
11/11/20 9:07,C,24,front
11/11/20 9:37,C,24,front
11/11/20 10:07,C,24.5,front
11/11/20 10:37,C,24.5,front
11/11/20 11:07,C,24.5,front
11/11/20 11:37,C,25,front
11/11/20 12:07,C,24,front
11/11/20 12:37,C,24.5,front
11/11/20 13:07,C,23.5,front
11/11/20 13:37,C,25,front
11/11/20 14:07,C,25,front
11/11/20 14:37,C,25,front
11/11/20 15:07,C,24.5,front
11/11/20 15:37,C,23.5,front
11/11/20 16:07,C,23,front
11/11/20 16:37,C,23.5,front
11/11/20 17:07,C,23.5,front
11/11/20 17:37,C,23.5,front
11/11/20 18:07,C,23,front
11/11/20 18:37,C,22.5,front
11/11/20 19:07,C,22.5,front
11/11/20 19:37,C,22,front
11/11/20 20:07,C,22,front
11/11/20 20:37,C,23.5,front
11/11/20 21:07,C,22,front
11/11/20 21:37,C,19,front
11/11/20 22:07,C,19.5,front
11/11/20 22:37,C,19.5,front
11/11/20 23:07,C,19.5,front
11/11/20 23:37,C,19,front
11/12/20 0:07,C,19,front
11/12/20 0:37,C,19,front
11/12/20 1:07,C,19,front
11/12/20 1:37,C,19,front
11/12/20 2:07,C,19,front
11/12/20 2:37,C,18.5,front
11/12/20 3:07,C,18.5,front
11/12/20 3:37,C,18.5,front
11/12/20 4:07,C,18.5,front
11/12/20 4:37,C,18,front
11/12/20 5:07,C,18,front
11/12/20 5:37,C,23.5,front
11/12/20 6:07,C,21,front
11/12/20 6:37,C,22,front
11/12/20 7:07,C,23,front
11/12/20 7:37,C,21,front
11/12/20 8:07,C,20,front
11/12/20 8:37,C,21,front
11/12/20 9:07,C,22.5,front
11/12/20 9:37,C,26,front
11/12/20 10:07,C,19,front
11/12/20 10:37,C,20,front
11/12/20 11:07,C,21,front
11/12/20 11:37,C,21.5,front
