ID,x,y,spID,state0,trayID,rep,day_infected
ID139,22.01,13.6844675,basil,S,27,3,15
ID140,23.71,13.6844675,basil,S,27,3,
ID141,0.76,15.1567107,basil,S,27,3,
ID142,2.46,15.1567107,basil,S,27,3,
ID143,4.16,15.1567107,basil,S,27,3,
ID144,5.86,15.1567107,basil,S,27,3,
ID145,7.56,15.1567107,basil,S,27,3,9
ID146,9.26,15.1567107,basil,S,27,3,15
ID147,10.96,15.1567107,basil,S,27,3,15
ID148,12.66,15.1567107,basil,S,27,3,15
ID149,14.36,15.1567107,basil,S,27,3,12
ID150,16.06,15.1567107,basil,S,27,3,12
ID151,17.76,15.1567107,basil,S,27,3,12
ID152,19.46,15.1567107,basil,S,27,3,12
ID153,21.16,15.1567107,basil,S,27,3,15
ID154,22.86,15.1567107,basil,S,27,3,
ID155,1.61,16.6289539,basil,S,27,3,
ID156,3.31,16.6289539,basil,S,27,3,
ID157,5.01,16.6289539,basil,S,27,3,
ID158,6.71,16.6289539,basil,C,27,3,
ID159,8.41,16.6289539,basil,S,27,3,*
ID160,10.11,16.6289539,basil,S,27,3,
ID161,11.81,16.6289539,basil,S,27,3,
ID162,13.51,16.6289539,basil,S,27,3,15
ID163,15.21,16.6289539,basil,S,27,3,15
ID164,16.91,16.6289539,basil,S,27,3,12
ID165,18.61,16.6289539,basil,S,27,3,12
ID166,20.31,16.6289539,basil,S,27,3,12
ID167,22.01,16.6289539,basil,S,27,3,
ID168,23.71,16.6289539,basil,S,27,3,
ID169,0.76,18.1011971,basil,S,27,3,
ID170,2.46,18.1011971,basil,S,27,3,
ID171,4.16,18.1011971,basil,S,27,3,18
ID172,5.86,18.1011971,basil,S,27,3,18
ID173,7.56,18.1011971,basil,S,27,3,9
ID174,9.26,18.1011971,basil,S,27,3,
ID175,10.96,18.1011971,basil,S,27,3,
ID176,12.66,18.1011971,basil,S,27,3,
ID177,14.36,18.1011971,basil,S,27,3,
ID178,16.06,18.1011971,basil,C,27,3,6
ID179,17.76,18.1011971,basil,S,27,3,9
ID180,19.46,18.1011971,basil,S,27,3,12
ID181,21.16,18.1011971,basil,S,27,3,
ID182,22.86,18.1011971,basil,S,27,3,
ID183,1.61,19.5734403,basil,S,27,3,
ID184,3.31,19.5734403,basil,S,27,3,
ID185,5.01,19.5734403,basil,S,27,3,
ID186,6.71,19.5734403,basil,S,27,3,
ID187,8.41,19.5734403,basil,S,27,3,
ID188,10.11,19.5734403,basil,S,27,3,
ID189,11.81,19.5734403,basil,S,27,3,15
ID190,13.51,19.5734403,basil,S,27,3,
ID191,15.21,19.5734403,basil,S,27,3,9
ID192,16.91,19.5734403,basil,S,27,3,9
ID193,18.61,19.5734403,basil,C,27,3,
ID194,20.31,19.5734403,basil,C,27,3,9
ID195,22.01,19.5734403,basil,S,27,3,
ID196,23.71,19.5734403,basil,S,27,3,15
ID197,0.76,21.0456834,basil,S,27,3,
ID198,2.46,21.0456834,basil,S,27,3,
ID199,4.16,21.0456834,basil,S,27,3,
ID200,5.86,21.0456834,basil,S,27,3,
ID201,7.56,21.0456834,basil,S,27,3,
ID202,9.26,21.0456834,basil,S,27,3,12
ID203,10.96,21.0456834,basil,C,27,3,6
ID204,12.66,21.0456834,basil,S,27,3,12
ID205,14.36,21.0456834,basil,S,27,3,12
ID206,16.06,21.0456834,basil,S,27,3,12
ID207,17.76,21.0456834,basil,S,27,3,9
ID208,19.46,21.0456834,basil,S,27,3,9
ID209,21.16,21.0456834,basil,S,27,3,9
ID210,22.86,21.0456834,basil,S,27,3,9
ID211,1.61,22.5179266,basil,S,27,3,
ID212,3.31,22.5179266,basil,C,27,3,
ID213,5.01,22.5179266,basil,S,27,3,15
ID214,6.71,22.5179266,basil,S,27,3,
ID215,8.41,22.5179266,basil,S,27,3,
ID216,10.11,22.5179266,basil,C,27,3,6
ID217,11.81,22.5179266,basil,S,27,3,12
ID218,13.51,22.5179266,basil,C,27,3,
ID219,15.21,22.5179266,basil,S,27,3,9
ID220,16.91,22.5179266,basil,S,27,3,
ID221,18.61,22.5179266,basil,S,27,3,12
ID222,20.31,22.5179266,basil,S,27,3,
ID223,22.01,22.5179266,basil,C,27,3,6
ID224,23.71,22.5179266,basil,S,27,3,12
ID225,0.76,23.9901698,basil,S,27,3,*
ID226,2.46,23.9901698,basil,S,27,3,
ID227,4.16,23.9901698,basil,S,27,3,
ID228,5.86,23.9901698,basil,S,27,3,
ID229,7.56,23.9901698,basil,S,27,3,
ID230,9.26,23.9901698,basil,S,27,3,
ID231,10.96,23.9901698,basil,S,27,3,
ID232,12.66,23.9901698,basil,S,27,3,12
ID233,14.36,23.9901698,basil,C,27,3,9
ID234,16.06,23.9901698,basil,S,27,3,
ID235,17.76,23.9901698,basil,S,27,3,
ID236,19.46,23.9901698,basil,S,27,3,12
ID237,21.16,23.9901698,basil,C,27,3,6
ID238,22.86,23.9901698,basil,S,27,3,12
ID1,0.76,0.43427883,basil,S,28,4,
ID2,2.46,0.43427883,basil,S,28,4,
ID3,4.16,0.43427883,basil,S,28,4,
ID4,5.86,0.43427883,basil,S,28,4,
ID5,7.56,0.43427883,basil,S,28,4,18
ID6,9.26,0.43427883,basil,S,28,4,
ID7,10.96,0.43427883,basil,C,28,4,
ID8,12.66,0.43427883,basil,S,28,4,
ID9,14.36,0.43427883,basil,S,28,4,
ID10,16.06,0.43427883,basil,S,28,4,
ID11,17.76,0.43427883,basil,S,28,4,
ID12,19.46,0.43427883,basil,S,28,4,
ID13,21.16,0.43427883,basil,S,28,4,
ID14,22.86,0.43427883,basil,S,28,4,
ID15,1.61,1.90652201,basil,S,28,4,
ID16,3.31,1.90652201,basil,S,28,4,
ID17,5.01,1.90652201,basil,S,28,4,
ID18,6.71,1.90652201,basil,C,28,4,6
ID19,8.41,1.90652201,basil,S,28,4,
ID20,10.11,1.90652201,basil,S,28,4,
ID21,11.81,1.90652201,basil,S,28,4,*
ID22,13.51,1.90652201,basil,S,28,4,
ID23,15.21,1.90652201,basil,S,28,4,
ID24,16.91,1.90652201,basil,S,28,4,
ID25,18.61,1.90652201,basil,S,28,4,
ID26,20.31,1.90652201,basil,S,28,4,
ID27,22.01,1.90652201,basil,S,28,4,
ID28,23.71,1.90652201,basil,S,28,4,
ID29,0.76,3.3787652,basil,S,28,4,
ID30,2.46,3.3787652,basil,S,28,4,
ID31,4.16,3.3787652,basil,S,28,4,
ID32,5.86,3.3787652,basil,S,28,4,
ID33,7.56,3.3787652,basil,S,28,4,
ID34,9.26,3.3787652,basil,S,28,4,
ID35,10.96,3.3787652,basil,S,28,4,
ID36,12.66,3.3787652,basil,S,28,4,
ID37,14.36,3.3787652,basil,S,28,4,
ID38,16.06,3.3787652,basil,S,28,4,
ID39,17.76,3.3787652,basil,S,28,4,
ID40,19.46,3.3787652,basil,S,28,4,
ID41,21.16,3.3787652,basil,S,28,4,
ID42,22.86,3.3787652,basil,C,28,4,9
ID43,1.61,4.85100839,basil,S,28,4,
ID44,3.31,4.85100839,basil,C,28,4,
ID45,5.01,4.85100839,basil,S,28,4,
ID46,6.71,4.85100839,basil,S,28,4,
ID47,8.41,4.85100839,basil,S,28,4,
ID48,10.11,4.85100839,basil,S,28,4,
ID49,11.81,4.85100839,basil,S,28,4,
ID50,13.51,4.85100839,basil,S,28,4,
ID51,15.21,4.85100839,basil,S,28,4,
ID52,16.91,4.85100839,basil,S,28,4,
ID53,18.61,4.85100839,basil,C,28,4,
ID54,20.31,4.85100839,basil,S,28,4,
ID55,22.01,4.85100839,basil,S,28,4,
ID56,23.71,4.85100839,basil,S,28,4,
ID57,0.76,6.32325157,basil,S,28,4,
ID58,2.46,6.32325157,basil,S,28,4,
ID59,4.16,6.32325157,basil,S,28,4,
ID60,5.86,6.32325157,basil,S,28,4,
ID61,7.56,6.32325157,basil,S,28,4,
ID62,9.26,6.32325157,basil,S,28,4,
ID63,10.96,6.32325157,basil,C,28,4,6
ID64,12.66,6.32325157,basil,C,28,4,6
ID65,14.36,6.32325157,basil,S,28,4,
ID66,16.06,6.32325157,basil,C,28,4,
ID67,17.76,6.32325157,basil,S,28,4,
ID68,19.46,6.32325157,basil,S,28,4,
ID69,21.16,6.32325157,basil,S,28,4,9
ID70,22.86,6.32325157,basil,S,28,4,
ID71,1.61,7.79549476,basil,S,28,4,
ID72,3.31,7.79549476,basil,C,28,4,
ID73,5.01,7.79549476,basil,S,28,4,
ID74,6.71,7.79549476,basil,C,28,4,12
ID75,8.41,7.79549476,basil,C,28,4,6
ID76,10.11,7.79549476,basil,S,28,4,*
ID77,11.81,7.79549476,basil,S,28,4,*
ID78,13.51,7.79549476,basil,S,28,4,
ID79,15.21,7.79549476,basil,S,28,4,
ID80,16.91,7.79549476,basil,S,28,4,
ID81,18.61,7.79549476,basil,S,28,4,
ID82,20.31,7.79549476,basil,C,28,4,6
ID83,22.01,7.79549476,basil,S,28,4,
ID84,23.71,7.79549476,basil,S,28,4,
ID85,0.76,9.26773795,basil,S,28,4,
ID86,2.46,9.26773795,basil,S,28,4,
ID87,4.16,9.26773795,basil,S,28,4,
ID88,5.86,9.26773795,basil,S,28,4,
ID89,7.56,9.26773795,basil,S,28,4,
ID90,9.26,9.26773795,basil,S,28,4,*
ID91,10.96,9.26773795,basil,S,28,4,
ID92,12.66,9.26773795,basil,S,28,4,
ID93,14.36,9.26773795,basil,C,28,4,6
ID94,16.06,9.26773795,basil,S,28,4,
ID95,17.76,9.26773795,basil,S,28,4,
ID96,19.46,9.26773795,basil,S,28,4,
ID97,21.16,9.26773795,basil,S,28,4,
ID98,22.86,9.26773795,basil,S,28,4,
ID99,1.61,10.7399811,basil,S,28,4,
ID100,3.31,10.7399811,basil,S,28,4,
ID101,5.01,10.7399811,basil,S,28,4,
ID102,6.71,10.7399811,basil,S,28,4,
ID103,8.41,10.7399811,basil,S,28,4,
ID104,10.11,10.7399811,basil,S,28,4,
ID105,11.81,10.7399811,basil,S,28,4,
ID106,13.51,10.7399811,basil,S,28,4,
ID107,15.21,10.7399811,basil,S,28,4,
ID108,16.91,10.7399811,basil,S,28,4,
ID109,18.61,10.7399811,basil,S,28,4,
ID110,20.31,10.7399811,basil,S,28,4,
ID111,22.01,10.7399811,basil,S,28,4,
ID112,23.71,10.7399811,basil,S,28,4,
ID113,0.76,12.2122243,basil,S,28,4,
ID114,2.46,12.2122243,basil,S,28,4,
ID115,4.16,12.2122243,basil,C,28,4,
ID116,5.86,12.2122243,basil,S,28,4,
ID117,7.56,12.2122243,basil,S,28,4,
ID118,9.26,12.2122243,basil,S,28,4,
ID119,10.96,12.2122243,basil,S,28,4,
ID120,12.66,12.2122243,basil,S,28,4,
ID121,14.36,12.2122243,basil,S,28,4,*
ID122,16.06,12.2122243,basil,S,28,4,
ID123,17.76,12.2122243,basil,S,28,4,
ID124,19.46,12.2122243,basil,S,28,4,
ID125,21.16,12.2122243,basil,S,28,4,
ID126,22.86,12.2122243,basil,S,28,4,
ID127,1.61,13.6844675,basil,S,28,4,
ID128,3.31,13.6844675,basil,S,28,4,
ID129,5.01,13.6844675,basil,S,28,4,
ID130,6.71,13.6844675,basil,S,28,4,
ID131,8.41,13.6844675,basil,S,28,4,
ID132,10.11,13.6844675,basil,S,28,4,
ID133,11.81,13.6844675,basil,C,28,4,9
ID134,13.51,13.6844675,basil,S,28,4,
ID135,15.21,13.6844675,basil,S,28,4,
ID136,16.91,13.6844675,basil,S,28,4,
ID137,18.61,13.6844675,basil,S,28,4,
ID138,20.31,13.6844675,basil,S,28,4,
ID139,22.01,13.6844675,basil,S,28,4,
ID140,23.71,13.6844675,basil,S,28,4,
ID141,0.76,15.1567107,basil,S,28,4,
ID142,2.46,15.1567107,basil,S,28,4,
ID143,4.16,15.1567107,basil,S,28,4,
ID144,5.86,15.1567107,basil,S,28,4,
ID145,7.56,15.1567107,basil,S,28,4,
ID146,9.26,15.1567107,basil,S,28,4,
ID147,10.96,15.1567107,basil,S,28,4,
ID148,12.66,15.1567107,basil,S,28,4,
ID149,14.36,15.1567107,basil,S,28,4,
ID150,16.06,15.1567107,basil,S,28,4,*
ID151,17.76,15.1567107,basil,S,28,4,
ID152,19.46,15.1567107,basil,C,28,4,6
ID153,21.16,15.1567107,basil,S,28,4,
ID154,22.86,15.1567107,basil,S,28,4,
ID155,1.61,16.6289539,basil,S,28,4,
ID156,3.31,16.6289539,basil,S,28,4,
ID157,5.01,16.6289539,basil,S,28,4,
ID158,6.71,16.6289539,basil,S,28,4,
ID159,8.41,16.6289539,basil,S,28,4,
ID160,10.11,16.6289539,basil,S,28,4,*
ID161,11.81,16.6289539,basil,S,28,4,
ID162,13.51,16.6289539,basil,S,28,4,
ID163,15.21,16.6289539,basil,S,28,4,
ID164,16.91,16.6289539,basil,S,28,4,
ID165,18.61,16.6289539,basil,S,28,4,
ID166,20.31,16.6289539,basil,S,28,4,
ID167,22.01,16.6289539,basil,S,28,4,
ID168,23.71,16.6289539,basil,S,28,4,
ID169,0.76,18.1011971,basil,S,28,4,
ID170,2.46,18.1011971,basil,S,28,4,
ID171,4.16,18.1011971,basil,S,28,4,
ID172,5.86,18.1011971,basil,S,28,4,*
ID173,7.56,18.1011971,basil,S,28,4,
ID174,9.26,18.1011971,basil,S,28,4,
ID175,10.96,18.1011971,basil,S,28,4,
ID176,12.66,18.1011971,basil,S,28,4,
ID177,14.36,18.1011971,basil,S,28,4,
ID178,16.06,18.1011971,basil,S,28,4,
ID179,17.76,18.1011971,basil,C,28,4,6
ID180,19.46,18.1011971,basil,S,28,4,
ID181,21.16,18.1011971,basil,S,28,4,
ID182,22.86,18.1011971,basil,S,28,4,
ID183,1.61,19.5734403,basil,S,28,4,
ID184,3.31,19.5734403,basil,S,28,4,
ID185,5.01,19.5734403,basil,C,28,4,
ID186,6.71,19.5734403,basil,S,28,4,
ID187,8.41,19.5734403,basil,S,28,4,
ID188,10.11,19.5734403,basil,S,28,4,*
ID189,11.81,19.5734403,basil,S,28,4,
ID190,13.51,19.5734403,basil,S,28,4,
ID191,15.21,19.5734403,basil,S,28,4,
ID192,16.91,19.5734403,basil,S,28,4,9
ID193,18.61,19.5734403,basil,S,28,4,
ID194,20.31,19.5734403,basil,S,28,4,
ID195,22.01,19.5734403,basil,S,28,4,
ID196,23.71,19.5734403,basil,C,28,4,9
ID197,0.76,21.0456834,basil,S,28,4,
ID198,2.46,21.0456834,basil,S,28,4,*
ID199,4.16,21.0456834,basil,S,28,4,*
ID200,5.86,21.0456834,basil,S,28,4,
ID201,7.56,21.0456834,basil,S,28,4,
ID202,9.26,21.0456834,basil,C,28,4,
ID203,10.96,21.0456834,basil,C,28,4,
ID204,12.66,21.0456834,basil,S,28,4,*
ID205,14.36,21.0456834,basil,S,28,4,
ID206,16.06,21.0456834,basil,S,28,4,*
ID207,17.76,21.0456834,basil,S,28,4,*
ID208,19.46,21.0456834,basil,S,28,4,
ID209,21.16,21.0456834,basil,S,28,4,
ID210,22.86,21.0456834,basil,S,28,4,
ID211,1.61,22.5179266,basil,S,28,4,
ID212,3.31,22.5179266,basil,S,28,4,
ID213,5.01,22.5179266,basil,C,28,4,9
ID214,6.71,22.5179266,basil,C,28,4,6
ID215,8.41,22.5179266,basil,S,28,4,
ID216,10.11,22.5179266,basil,S,28,4,*
ID217,11.81,22.5179266,basil,S,28,4,
ID218,13.51,22.5179266,basil,S,28,4,
ID219,15.21,22.5179266,basil,S,28,4,
ID220,16.91,22.5179266,basil,S,28,4,
ID221,18.61,22.5179266,basil,S,28,4,
ID222,20.31,22.5179266,basil,S,28,4,
ID223,22.01,22.5179266,basil,S,28,4,
ID224,23.71,22.5179266,basil,S,28,4,
ID225,0.76,23.9901698,basil,S,28,4,
ID226,2.46,23.9901698,basil,S,28,4,*
ID227,4.16,23.9901698,basil,C,28,4,
ID228,5.86,23.9901698,basil,S,28,4,
ID229,7.56,23.9901698,basil,S,28,4,
ID230,9.26,23.9901698,basil,S,28,4,
ID231,10.96,23.9901698,basil,S,28,4,
ID232,12.66,23.9901698,basil,S,28,4,
ID233,14.36,23.9901698,basil,S,28,4,
ID234,16.06,23.9901698,basil,S,28,4,
ID235,17.76,23.9901698,basil,S,28,4,
ID236,19.46,23.9901698,basil,S,28,4,*
ID237,21.16,23.9901698,basil,S,28,4,
ID238,22.86,23.9901698,basil,S,28,4,
ID1,0.76,0.43427883,basil,S,29,5,
ID2,2.46,0.43427883,basil,S,29,5,
ID3,4.16,0.43427883,basil,S,29,5,
ID4,5.86,0.43427883,basil,S,29,5,
ID5,7.56,0.43427883,basil,S,29,5,
ID6,9.26,0.43427883,basil,S,29,5,
ID7,10.96,0.43427883,basil,S,29,5,
ID8,12.66,0.43427883,basil,S,29,5,
ID9,14.36,0.43427883,basil,S,29,5,
ID10,16.06,0.43427883,basil,S,29,5,
ID11,17.76,0.43427883,basil,S,29,5,
ID12,19.46,0.43427883,basil,S,29,5,
ID13,21.16,0.43427883,basil,S,29,5,
ID14,22.86,0.43427883,basil,S,29,5,
ID15,1.61,1.90652201,basil,S,29,5,
ID16,3.31,1.90652201,basil,S,29,5,
ID17,5.01,1.90652201,basil,S,29,5,
ID18,6.71,1.90652201,basil,S,29,5,
ID19,8.41,1.90652201,basil,S,29,5,
ID20,10.11,1.90652201,basil,S,29,5,
ID21,11.81,1.90652201,basil,S,29,5,
ID22,13.51,1.90652201,basil,S,29,5,
ID23,15.21,1.90652201,basil,S,29,5,
ID24,16.91,1.90652201,basil,S,29,5,
ID25,18.61,1.90652201,basil,S,29,5,
ID26,20.31,1.90652201,basil,C,29,5,
ID27,22.01,1.90652201,basil,S,29,5,
ID28,23.71,1.90652201,basil,S,29,5,
ID29,0.76,3.3787652,basil,S,29,5,
ID30,2.46,3.3787652,basil,S,29,5,
ID31,4.16,3.3787652,basil,S,29,5,
ID32,5.86,3.3787652,basil,S,29,5,
ID33,7.56,3.3787652,basil,S,29,5,
ID34,9.26,3.3787652,basil,S,29,5,
ID35,10.96,3.3787652,basil,S,29,5,
ID36,12.66,3.3787652,basil,C,29,5,
ID37,14.36,3.3787652,basil,S,29,5,
ID38,16.06,3.3787652,basil,S,29,5,
ID39,17.76,3.3787652,basil,S,29,5,
ID40,19.46,3.3787652,basil,S,29,5,
ID41,21.16,3.3787652,basil,S,29,5,
ID42,22.86,3.3787652,basil,S,29,5,
ID43,1.61,4.85100839,basil,S,29,5,
ID44,3.31,4.85100839,basil,S,29,5,
ID45,5.01,4.85100839,basil,S,29,5,
ID46,6.71,4.85100839,basil,S,29,5,
ID47,8.41,4.85100839,basil,C,29,5,
ID48,10.11,4.85100839,basil,S,29,5,
ID49,11.81,4.85100839,basil,C,29,5,
ID50,13.51,4.85100839,basil,S,29,5,
ID51,15.21,4.85100839,basil,S,29,5,
ID52,16.91,4.85100839,basil,C,29,5,
ID53,18.61,4.85100839,basil,S,29,5,
ID54,20.31,4.85100839,basil,S,29,5,
ID55,22.01,4.85100839,basil,S,29,5,
ID56,23.71,4.85100839,basil,S,29,5,
ID57,0.76,6.32325157,basil,S,29,5,
ID58,2.46,6.32325157,basil,S,29,5,
ID59,4.16,6.32325157,basil,S,29,5,
ID60,5.86,6.32325157,basil,S,29,5,
ID61,7.56,6.32325157,basil,S,29,5,
ID62,9.26,6.32325157,basil,S,29,5,
ID63,10.96,6.32325157,basil,S,29,5,
ID64,12.66,6.32325157,basil,S,29,5,
ID65,14.36,6.32325157,basil,S,29,5,
ID66,16.06,6.32325157,basil,S,29,5,
ID67,17.76,6.32325157,basil,C,29,5,
ID68,19.46,6.32325157,basil,S,29,5,
ID69,21.16,6.32325157,basil,S,29,5,
ID70,22.86,6.32325157,basil,S,29,5,
ID71,1.61,7.79549476,basil,S,29,5,
ID72,3.31,7.79549476,basil,S,29,5,
ID73,5.01,7.79549476,basil,S,29,5,
ID74,6.71,7.79549476,basil,S,29,5,
ID75,8.41,7.79549476,basil,S,29,5,
ID76,10.11,7.79549476,basil,S,29,5,
ID77,11.81,7.79549476,basil,S,29,5,
ID78,13.51,7.79549476,basil,S,29,5,
ID79,15.21,7.79549476,basil,S,29,5,
ID80,16.91,7.79549476,basil,S,29,5,
ID81,18.61,7.79549476,basil,S,29,5,
ID82,20.31,7.79549476,basil,C,29,5,
ID83,22.01,7.79549476,basil,S,29,5,
ID84,23.71,7.79549476,basil,S,29,5,
ID85,0.76,9.26773795,basil,S,29,5,
ID86,2.46,9.26773795,basil,S,29,5,
ID87,4.16,9.26773795,basil,C,29,5,
ID88,5.86,9.26773795,basil,S,29,5,
ID89,7.56,9.26773795,basil,S,29,5,
ID90,9.26,9.26773795,basil,S,29,5,
ID91,10.96,9.26773795,basil,S,29,5,
ID92,12.66,9.26773795,basil,S,29,5,
ID93,14.36,9.26773795,basil,C,29,5,
ID94,16.06,9.26773795,basil,S,29,5,
ID95,17.76,9.26773795,basil,S,29,5,
ID96,19.46,9.26773795,basil,S,29,5,
ID97,21.16,9.26773795,basil,S,29,5,
ID98,22.86,9.26773795,basil,S,29,5,
ID99,1.61,10.7399811,basil,S,29,5,
ID100,3.31,10.7399811,basil,S,29,5,
ID101,5.01,10.7399811,basil,S,29,5,
ID102,6.71,10.7399811,basil,S,29,5,
ID103,8.41,10.7399811,basil,S,29,5,
ID104,10.11,10.7399811,basil,S,29,5,
ID105,11.81,10.7399811,basil,S,29,5,
ID106,13.51,10.7399811,basil,S,29,5,
ID107,15.21,10.7399811,basil,S,29,5,
ID108,16.91,10.7399811,basil,S,29,5,
ID109,18.61,10.7399811,basil,S,29,5,
ID110,20.31,10.7399811,basil,S,29,5,
ID111,22.01,10.7399811,basil,S,29,5,
ID112,23.71,10.7399811,basil,S,29,5,
ID113,0.76,12.2122243,basil,S,29,5,
ID114,2.46,12.2122243,basil,S,29,5,
ID115,4.16,12.2122243,basil,S,29,5,
ID116,5.86,12.2122243,basil,S,29,5,
ID117,7.56,12.2122243,basil,S,29,5,
ID118,9.26,12.2122243,basil,S,29,5,
ID119,10.96,12.2122243,basil,S,29,5,
ID120,12.66,12.2122243,basil,S,29,5,
ID121,14.36,12.2122243,basil,S,29,5,
ID122,16.06,12.2122243,basil,S,29,5,
ID123,17.76,12.2122243,basil,S,29,5,
ID124,19.46,12.2122243,basil,S,29,5,
ID125,21.16,12.2122243,basil,S,29,5,
ID126,22.86,12.2122243,basil,S,29,5,
ID127,1.61,13.6844675,basil,S,29,5,
ID128,3.31,13.6844675,basil,S,29,5,
ID129,5.01,13.6844675,basil,S,29,5,
ID130,6.71,13.6844675,basil,S,29,5,
ID131,8.41,13.6844675,basil,S,29,5,
ID132,10.11,13.6844675,basil,S,29,5,
ID133,11.81,13.6844675,basil,S,29,5,
ID134,13.51,13.6844675,basil,S,29,5,
ID135,15.21,13.6844675,basil,S,29,5,
ID136,16.91,13.6844675,basil,S,29,5,
ID137,18.61,13.6844675,basil,S,29,5,
ID138,20.31,13.6844675,basil,S,29,5,
ID139,22.01,13.6844675,basil,S,29,5,
ID140,23.71,13.6844675,basil,S,29,5,
ID141,0.76,15.1567107,basil,S,29,5,
ID142,2.46,15.1567107,basil,C,29,5,
ID143,4.16,15.1567107,basil,S,29,5,
ID144,5.86,15.1567107,basil,S,29,5,
ID145,7.56,15.1567107,basil,C,29,5,
ID146,9.26,15.1567107,basil,S,29,5,
ID147,10.96,15.1567107,basil,S,29,5,
ID148,12.66,15.1567107,basil,C,29,5,
ID149,14.36,15.1567107,basil,S,29,5,
ID150,16.06,15.1567107,basil,S,29,5,
ID151,17.76,15.1567107,basil,S,29,5,
ID152,19.46,15.1567107,basil,C,29,5,
ID153,21.16,15.1567107,basil,S,29,5,
ID154,22.86,15.1567107,basil,S,29,5,
ID155,1.61,16.6289539,basil,S,29,5,
ID156,3.31,16.6289539,basil,S,29,5,
ID157,5.01,16.6289539,basil,S,29,5,
ID158,6.71,16.6289539,basil,S,29,5,
ID159,8.41,16.6289539,basil,C,29,5,
ID160,10.11,16.6289539,basil,S,29,5,
ID161,11.81,16.6289539,basil,S,29,5,
ID162,13.51,16.6289539,basil,S,29,5,
ID163,15.21,16.6289539,basil,C,29,5,
ID164,16.91,16.6289539,basil,S,29,5,
ID165,18.61,16.6289539,basil,S,29,5,
ID166,20.31,16.6289539,basil,S,29,5,
ID167,22.01,16.6289539,basil,C,29,5,
ID168,23.71,16.6289539,basil,S,29,5,
ID169,0.76,18.1011971,basil,C,29,5,
ID170,2.46,18.1011971,basil,S,29,5,
ID171,4.16,18.1011971,basil,S,29,5,
ID172,5.86,18.1011971,basil,S,29,5,
ID173,7.56,18.1011971,basil,S,29,5,
ID174,9.26,18.1011971,basil,S,29,5,
ID175,10.96,18.1011971,basil,C,29,5,
ID176,12.66,18.1011971,basil,S,29,5,
ID177,14.36,18.1011971,basil,S,29,5,
ID178,16.06,18.1011971,basil,S,29,5,
ID179,17.76,18.1011971,basil,S,29,5,
ID180,19.46,18.1011971,basil,S,29,5,
ID181,21.16,18.1011971,basil,S,29,5,
ID182,22.86,18.1011971,basil,S,29,5,
ID183,1.61,19.5734403,basil,S,29,5,
ID184,3.31,19.5734403,basil,S,29,5,
ID185,5.01,19.5734403,basil,S,29,5,
ID186,6.71,19.5734403,basil,S,29,5,
ID187,8.41,19.5734403,basil,S,29,5,
ID188,10.11,19.5734403,basil,S,29,5,
ID189,11.81,19.5734403,basil,S,29,5,
ID190,13.51,19.5734403,basil,S,29,5,
ID191,15.21,19.5734403,basil,S,29,5,
ID192,16.91,19.5734403,basil,S,29,5,
ID193,18.61,19.5734403,basil,S,29,5,
ID194,20.31,19.5734403,basil,S,29,5,
ID195,22.01,19.5734403,basil,S,29,5,
ID196,23.71,19.5734403,basil,S,29,5,
ID197,0.76,21.0456834,basil,S,29,5,
ID198,2.46,21.0456834,basil,S,29,5,
ID199,4.16,21.0456834,basil,S,29,5,
ID200,5.86,21.0456834,basil,S,29,5,
ID201,7.56,21.0456834,basil,S,29,5,
ID202,9.26,21.0456834,basil,S,29,5,
ID203,10.96,21.0456834,basil,C,29,5,
ID204,12.66,21.0456834,basil,S,29,5,
ID205,14.36,21.0456834,basil,S,29,5,
ID206,16.06,21.0456834,basil,S,29,5,
ID207,17.76,21.0456834,basil,S,29,5,
ID208,19.46,21.0456834,basil,S,29,5,
ID209,21.16,21.0456834,basil,C,29,5,
ID210,22.86,21.0456834,basil,S,29,5,
ID211,1.61,22.5179266,basil,S,29,5,
ID212,3.31,22.5179266,basil,C,29,5,
ID213,5.01,22.5179266,basil,C,29,5,
ID214,6.71,22.5179266,basil,S,29,5,
ID215,8.41,22.5179266,basil,S,29,5,
ID216,10.11,22.5179266,basil,S,29,5,
ID217,11.81,22.5179266,basil,S,29,5,
ID218,13.51,22.5179266,basil,C,29,5,
ID219,15.21,22.5179266,basil,S,29,5,
ID220,16.91,22.5179266,basil,S,29,5,
ID221,18.61,22.5179266,basil,S,29,5,
ID222,20.31,22.5179266,basil,S,29,5,
ID223,22.01,22.5179266,basil,S,29,5,
ID224,23.71,22.5179266,basil,S,29,5,
ID225,0.76,23.9901698,basil,S,29,5,
ID226,2.46,23.9901698,basil,S,29,5,
ID227,4.16,23.9901698,basil,S,29,5,
ID228,5.86,23.9901698,basil,S,29,5,
ID229,7.56,23.9901698,basil,S,29,5,
ID230,9.26,23.9901698,basil,S,29,5,
ID231,10.96,23.9901698,basil,S,29,5,
ID232,12.66,23.9901698,basil,S,29,5,
ID233,14.36,23.9901698,basil,C,29,5,
ID234,16.06,23.9901698,basil,S,29,5,
ID235,17.76,23.9901698,basil,S,29,5,
ID236,19.46,23.9901698,basil,S,29,5,
ID237,21.16,23.9901698,basil,S,29,5,
ID238,22.86,23.9901698,basil,S,29,5,
ID1,0.76,0.43427883,basil,S,30,6,
ID2,2.46,0.43427883,basil,S,30,6,
